YYYY MM DD hh mm WS_80mA_mean WS_80mA_min WS_80mA_max WS_80mA_stdev WS_80mB_mean WS_80mB_min WS_80mB_max WS_80mB_stdev WS_60m_mean WS_60m_min WS_60m_max WS_60m_stdev WS_40m_mean WS_40m_min WS_40m_max WS_40m_stdev WS_20m_mean WS_20m_min WS_20m_max WS_20m_stdev WD_78m_mean WD_78m_min WD_78m_max WD_78m_stdev WD_58m_mean WD_58m_min WD_58m_max WD_58m_stdev temp_80m_mean temp_80m_min temp_80m_max temp_80m_stdev temp_40m_mean temp_40m_min temp_40m_max temp_40m_stdev temp_15m_mean temp_15m_min temp_15m_max temp_15m_stdev RH_15m_mean RH_15m_min RH_15m_max RH_15m_stdev P_15m_mean P_15m_min P_15m_max P_15m_stdev Rad_80m_mean Rad_80m_min Rad_80m_max Rad_80m_stdev DENSIDAD_15m_mean DENSIDAD_15m_min DENSIDAD_15m_max DENSIDAD_15m_stdev BATERIA_mean BATERIA_min BATERIA_max BATERIA_stdev 
2019 06 22 15 10 4.0227E+00 1.7562E+00 6.1005E+00 7.4163E-01 4.0508E+00 2.3857E+00 5.8003E+00 7.6114E-01 3.7953E+00 1.7510E+00 5.7874E+00 7.8927E-01 3.7209E+00 1.4392E+00 5.7948E+00 8.3751E-01 3.5469E+00 1.7557E+00 6.1063E+00 7.8995E-01 3.5910E+02 NaN NaN 1.0300E-01 3.5910E+02 NaN NaN 1.3600E-01 2.2280E+01 1.3780E+01 2.9530E+01 2.7890E+00 6.1290E+00 -2.7130E+00 1.5610E+01 3.9900E+00 -3.4160E+00 -1.4180E+01 6.0410E+00 4.0470E+00 2.0660E+01 1.0930E+01 2.6810E+01 3.0770E+00 7.0780E+02 NaN NaN 2.1360E+00 7.4430E+02 5.6770E+02 8.6900E+02 8.7100E+01 9.1400E-01 8.8200E-01 9.5200E-01 1.6000E-02 1.2760E+01 1.2760E+01 1.2770E+01 NaN 
2019 06 22 15 20 2.8733E+00 5.1502E-01 6.1005E+00 9.8739E-01 2.9426E+00 5.2320E-01 6.4211E+00 9.8402E-01 2.6763E+00 1.1300E+00 5.4769E+00 9.5755E-01 2.6028E+00 1.9478E-01 5.1725E+00 9.4453E-01 2.4257E+00 8.2338E-01 4.5525E+00 8.8877E-01 3.5920E+02 NaN NaN 9.7000E-02 3.5920E+02 NaN NaN 1.2700E-01 2.3790E+01 1.5340E+01 2.9120E+01 2.7840E+00 8.4100E+00 -1.2230E+00 1.6560E+01 4.1390E+00 -1.1350E+00 -1.0320E+01 8.0100E+00 4.1520E+00 2.2740E+01 1.5070E+01 3.1900E+01 3.4060E+00 7.0990E+02 NaN NaN 2.9130E+00 7.8200E+02 7.4520E+02 8.0200E+02 1.2390E+01 9.0900E-01 8.8100E-01 9.4200E-01 1.6000E-02 1.2760E+01 1.2760E+01 1.2770E+01 NaN 
2019 06 22 15 30 3.4735E+00 2.0665E+00 5.4799E+00 7.0253E-01 3.3834E+00 2.0753E+00 5.4898E+00 7.1768E-01 3.5643E+00 2.3720E+00 5.1664E+00 7.0730E-01 3.4925E+00 1.4392E+00 5.1725E+00 8.0142E-01 3.2119E+00 1.4449E+00 5.1740E+00 8.6516E-01 3.5910E+02 NaN NaN 1.1600E-01 3.5910E+02 NaN NaN 1.1800E-01 2.5210E+01 1.7310E+01 3.2110E+01 2.8960E+00 9.4700E+00 -1.2210E+00 1.8870E+01 3.8210E+00 -8.4000E-01 -1.0450E+01 7.1280E+00 3.6520E+00 2.2500E+01 1.4050E+01 2.9730E+01 3.2000E+00 7.0960E+02 NaN NaN 2.8280E+00 7.3250E+02 7.0170E+02 7.7570E+02 2.3660E+01 9.0800E-01 8.8100E-01 9.4200E-01 1.5000E-02 1.2760E+01 1.2760E+01 1.2760E+01 NaN 
2019 06 22 15 40 3.5479E+00 2.0665E+00 5.1696E+00 5.9020E-01 3.4119E+00 2.0753E+00 4.8690E+00 5.8668E-01 3.3550E+00 2.0615E+00 5.1664E+00 6.6880E-01 3.1111E+00 1.1281E+00 4.5503E+00 6.2160E-01 2.8483E+00 1.1341E+00 4.2417E+00 6.4141E-01 3.5910E+02 NaN NaN 5.4000E-02 3.5920E+02 NaN NaN 4.0000E-02 2.6850E+01 1.7790E+01 3.3740E+01 3.0130E+00 1.1330E+01 8.1600E-01 2.1040E+01 4.5710E+00 1.1950E+00 -8.2800E+00 1.2690E+01 4.2860E+00 2.5190E+01 1.4120E+01 3.6250E+01 3.1070E+00 7.1300E+02 NaN NaN 2.6930E+00 5.9850E+02 1.8730E+02 7.0640E+02 1.7010E+02 9.0500E-01 8.7100E-01 9.3700E-01 1.7000E-02 1.2760E+01 1.2760E+01 1.2770E+01 NaN 
2019 06 22 15 50 2.3396E+00 5.1502E-01 4.2387E+00 8.2045E-01 2.2646E+00 5.2320E-01 3.9378E+00 8.3874E-01 2.3360E+00 8.1953E-01 4.2349E+00 7.6753E-01 2.2282E+00 8.1700E-01 4.2392E+00 7.1306E-01 2.1441E+00 8.2338E-01 3.9310E+00 7.2718E-01 3.5910E+02 NaN NaN 1.3800E-01 3.5910E+02 NaN NaN 1.4400E-01 2.8700E+01 2.1450E+01 3.4480E+01 2.6290E+00 1.4250E+01 5.3650E+00 2.3080E+01 3.9800E+00 3.7200E+00 -7.9390E+00 1.3100E+01 4.2140E+00 2.6890E+01 1.9280E+01 3.3120E+01 3.0960E+00 7.1480E+02 NaN NaN 2.4430E+00 6.4020E+02 6.2350E+02 6.6080E+02 9.4100E+00 8.9800E-01 8.6600E-01 9.3700E-01 1.6000E-02 1.2770E+01 1.2760E+01 1.2770E+01 NaN 
2019 06 22 16 00 1.9654E+00 2.0471E-01 3.9284E+00 6.9943E-01 2.0951E+00 2.1279E-01 3.9378E+00 6.6988E-01 1.9839E+00 5.0904E-01 4.2349E+00 7.0171E-01 1.9140E+00 8.1700E-01 4.2392E+00 7.1804E-01 1.8458E+00 8.2338E-01 4.5525E+00 7.7441E-01 3.4660E+02 NaN NaN 2.9590E+01 3.4690E+02 NaN NaN 2.8880E+01 6.9060E+01 2.0230E+01 2.3010E+02 7.9850E+01 5.8730E+01 5.2940E+00 2.3270E+02 8.6100E+01 5.1230E+01 -3.7330E+00 2.3300E+02 8.9800E+01 7.6450E+01 2.2870E+01 2.6440E+02 9.3000E+01 7.6490E+02 NaN NaN 9.5100E+01 5.9650E+02 5.3480E+02 6.3770E+02 3.2100E+01 7.8500E-01 3.5000E-01 9.2700E-01 2.1400E-01 1.2770E+01 1.2760E+01 1.2770E+01 NaN 
2019 06 22 16 10 2.7200E+00 1.1356E+00 4.5490E+00 5.3745E-01 2.6545E+00 1.1440E+00 4.5586E+00 5.1529E-01 2.5595E+00 1.4405E+00 3.9244E+00 5.3156E-01 2.4018E+00 1.1281E+00 3.9281E+00 4.9840E-01 2.2143E+00 5.1262E-01 3.9310E+00 5.5626E-01 3.4500E+02 NaN NaN 3.2340E+01 3.4510E+02 NaN NaN 3.1700E+01 7.4160E+01 2.5250E+01 2.3170E+02 7.7700E+01 6.8040E+01 1.4450E+01 2.3430E+02 8.2000E+01 6.4840E+01 9.9100E+00 2.3380E+02 8.3700E+01 9.4400E+01 3.7940E+01 2.6520E+02 8.5000E+01 7.8580E+02 NaN NaN 8.5600E+01 5.2040E+02 5.0340E+02 5.3690E+02 1.1740E+01 7.6100E-01 3.5100E-01 9.0200E-01 2.0400E-01 1.2770E+01 1.2760E+01 1.2770E+01 NaN 
2019 06 22 16 20 1.5328E+00 2.0471E-01 3.6181E+00 8.6885E-01 1.4153E+00 2.1279E-01 3.3169E+00 9.1945E-01 1.4268E+00 1.9855E-01 3.6139E+00 8.5261E-01 1.4237E+00 1.9478E-01 2.9948E+00 7.1618E-01 1.3051E+00 2.0186E-01 2.9987E+00 7.3153E-01 3.5860E+02 NaN NaN 2.0500E-01 3.5860E+02 NaN NaN 2.8800E-01 3.1060E+01 1.8730E+01 3.6240E+01 3.0700E+00 1.8810E+01 8.6200E+00 2.7480E+01 4.0750E+00 1.1890E+01 3.5270E+00 2.1040E+01 3.7490E+00 3.8730E+01 3.1290E+01 4.8320E+01 3.2570E+00 7.2870E+02 NaN NaN 2.9340E+00 4.7730E+02 4.5450E+02 5.0370E+02 1.5650E+01 8.8600E-01 8.5600E-01 9.1400E-01 1.5000E-02 1.2760E+01 1.2760E+01 1.2770E+01 NaN 
2019 06 22 16 30 2.6052E+00 1.1356E+00 3.9284E+00 6.9570E-01 2.5484E+00 1.1440E+00 3.9378E+00 6.9347E-01 2.5676E+00 1.4405E+00 4.2349E+00 6.6445E-01 2.5045E+00 1.4392E+00 4.2392E+00 6.9626E-01 2.2448E+00 1.1341E+00 3.9310E+00 6.8119E-01 3.5860E+02 NaN NaN 1.2300E-01 3.5870E+02 NaN NaN 7.9000E-02 3.4000E+01 2.6330E+01 4.0650E+01 2.6410E+00 2.3240E+01 1.2760E+01 3.2240E+01 3.9560E+00 1.5130E+01 4.5470E+00 2.4710E+01 4.3280E+00 3.9480E+01 3.1150E+01 4.8530E+01 3.5710E+00 7.2810E+02 NaN NaN 2.6150E+00 4.4470E+02 4.2250E+02 4.5740E+02 8.5400E+00 8.7400E-01 8.4400E-01 9.0900E-01 1.6000E-02 1.2760E+01 1.2760E+01 1.2770E+01 NaN 
2019 06 22 16 40 2.6530E+00 1.1356E+00 4.5490E+00 7.0439E-01 2.7290E+00 1.4545E+00 4.2482E+00 6.3635E-01 2.5347E+00 1.1300E+00 3.9244E+00 6.8929E-01 2.3085E+00 8.1700E-01 3.9281E+00 8.0640E-01 2.2516E+00 8.2338E-01 4.2417E+00 9.0618E-01 3.5890E+02 NaN NaN 8.7000E-02 3.5890E+02 NaN NaN 1.4000E-02 3.4180E+01 2.5520E+01 4.0720E+01 2.8820E+00 2.2930E+01 1.3840E+01 3.3190E+01 4.3560E+00 1.5100E+01 4.2060E+00 2.5520E+01 4.5920E+00 4.0590E+01 3.1080E+01 4.9270E+01 3.5890E+00 7.2970E+02 NaN NaN 2.0230E+00 4.0580E+02 3.8990E+02 4.2840E+02 1.1960E+01 8.7600E-01 8.4200E-01 9.0900E-01 1.7000E-02 1.2760E+01 1.2760E+01 1.2760E+01 NaN 
2019 06 22 16 50 2.4619E+00 1.1356E+00 3.9284E+00 7.0315E-01 2.3993E+00 8.3362E-01 3.9378E+00 7.4375E-01 2.4589E+00 8.1953E-01 3.9244E+00 7.6877E-01 2.4348E+00 8.1700E-01 3.9281E+00 8.4311E-01 2.3262E+00 8.2338E-01 3.9310E+00 9.4409E-01 3.5890E+02 NaN NaN 9.9000E-02 3.5890E+02 NaN NaN 1.1700E-01 3.4220E+01 2.5920E+01 3.9700E+01 2.9210E+00 2.3560E+01 1.3300E+01 3.3460E+01 4.4230E+00 1.6760E+01 5.8340E+00 2.5450E+01 4.2770E+00 4.2380E+01 3.3320E+01 5.0090E+01 3.1810E+00 7.3030E+02 NaN NaN 1.9880E+00 3.6980E+02 3.1400E+02 3.9460E+02 2.0500E+01 8.7100E-01 8.4300E-01 9.0700E-01 1.6000E-02 1.2760E+01 1.2760E+01 1.2760E+01 NaN 
2019 06 22 17 00 2.6778E+00 8.2532E-01 4.5490E+00 8.8499E-01 2.5800E+00 5.2320E-01 4.5586E+00 9.2814E-01 2.5254E+00 5.0904E-01 4.5454E+00 1.0308E+00 2.4068E+00 5.0589E-01 3.9281E+00 1.0080E+00 2.0869E+00 2.0186E-01 4.2417E+00 1.2082E+00 3.5890E+02 NaN NaN 7.5000E-02 3.5890E+02 NaN NaN 1.4300E-01 3.4570E+01 2.6060E+01 4.2550E+01 3.0810E+00 2.2710E+01 1.3230E+01 3.2170E+01 4.3330E+00 1.5200E+01 6.6500E+00 2.5590E+01 3.9070E+00 4.1630E+01 3.4410E+01 5.0560E+01 3.1170E+00 7.3120E+02 NaN NaN 2.2190E+00 3.0350E+02 2.9330E+02 3.2230E+02 8.6300E+00 8.7700E-01 8.4100E-01 9.0500E-01 1.5000E-02 1.2760E+01 1.2750E+01 1.2760E+01 NaN 
2019 06 22 17 10 2.5630E+00 1.1356E+00 4.5490E+00 7.5218E-01 2.6011E+00 1.4545E+00 4.5586E+00 6.6863E-01 2.4123E+00 8.1953E-01 4.5454E+00 7.3710E-01 2.3931E+00 1.1281E+00 4.2392E+00 7.1991E-01 2.2641E+00 1.1341E+00 4.5525E+00 7.6323E-01 3.5910E+02 NaN NaN 3.4000E-02 3.5910E+02 NaN NaN 1.1500E-01 3.6250E+01 2.8980E+01 4.3370E+01 2.8450E+00 2.5540E+01 1.4800E+01 3.6240E+01 4.4940E+00 1.8160E+01 8.0100E+00 2.7760E+01 4.5750E+00 4.3970E+01 3.4610E+01 5.1650E+01 3.3640E+00 7.3310E+02 NaN NaN 2.3240E+00 2.8860E+02 2.6490E+02 2.9890E+02 8.2300E+00 8.6900E-01 8.3800E-01 9.0200E-01 1.7000E-02 1.2760E+01 1.2760E+01 1.2760E+01 NaN 
2019 06 22 17 20 3.8806E+00 2.9975E+00 4.8593E+00 3.8105E-01 3.8012E+00 2.6961E+00 4.8690E+00 4.0168E-01 3.9418E+00 3.3035E+00 4.5454E+00 3.5520E-01 3.8366E+00 2.9948E+00 4.5503E+00 3.9449E-01 3.4599E+00 2.0664E+00 4.5525E+00 5.4880E-01 3.5900E+02 NaN NaN 4.4000E-02 3.5900E+02 NaN NaN 6.6000E-02 3.7450E+01 2.8440E+01 4.2350E+01 2.9210E+00 2.7670E+01 1.6490E+01 3.7060E+01 4.5610E+00 2.0590E+01 9.2300E+00 3.1150E+01 4.7540E+00 4.5680E+01 3.6110E+01 5.4570E+01 3.5570E+00 7.3390E+02 NaN NaN 2.3860E+00 2.4230E+02 2.2460E+02 2.6490E+02 8.7000E+00 8.6200E-01 8.3000E-01 8.9900E-01 1.7000E-02 1.2760E+01 1.2750E+01 1.2760E+01 NaN 
2019 06 22 17 30 3.2780E+00 2.3768E+00 3.9284E+00 4.2946E-01 3.2282E+00 2.0753E+00 4.2482E+00 4.4141E-01 3.2569E+00 1.7510E+00 4.2349E+00 5.4460E-01 3.1709E+00 1.4392E+00 4.5503E+00 6.6329E-01 2.9788E+00 1.4449E+00 4.2417E+00 6.6440E-01 3.5910E+02 NaN NaN 5.2000E-02 3.5910E+02 NaN NaN 4.8000E-02 3.7890E+01 2.9660E+01 4.5340E+01 2.8330E+00 2.8300E+01 1.6830E+01 3.8560E+01 4.6050E+00 2.1480E+01 1.0250E+01 3.1630E+01 4.9430E+00 4.6870E+01 3.7810E+01 5.5460E+01 3.5640E+00 7.3510E+02 NaN NaN 1.9060E+00 2.1860E+02 1.9970E+02 2.2750E+02 7.1870E+00 8.6000E-01 8.2800E-01 8.9600E-01 1.8000E-02 1.2750E+01 1.2750E+01 1.2760E+01 NaN 
2019 06 22 17 40 3.5728E+00 2.3768E+00 4.2387E+00 4.0774E-01 3.5125E+00 2.3857E+00 4.2482E+00 4.0044E-01 3.5518E+00 2.0615E+00 4.2349E+00 4.7691E-01 3.2573E+00 2.0614E+00 4.5503E+00 5.6435E-01 2.9104E+00 1.4449E+00 4.2417E+00 5.9914E-01 3.5910E+02 NaN NaN 1.4700E-01 3.5910E+02 NaN NaN 1.0800E-01 3.7790E+01 2.9870E+01 4.3920E+01 2.8380E+00 2.7360E+01 1.7720E+01 3.8550E+01 4.1250E+00 2.0760E+01 1.0390E+01 3.1830E+01 4.3060E+00 4.7430E+01 3.8080E+01 5.6740E+01 3.4800E+00 7.3680E+02 NaN NaN 2.0650E+00 1.8160E+02 1.5550E+02 2.0090E+02 1.4990E+01 8.6400E-01 8.2800E-01 8.9700E-01 1.6000E-02 1.2750E+01 1.2750E+01 1.2760E+01 NaN 
2019 06 22 17 50 3.9377E+00 3.3078E+00 4.8593E+00 3.7671E-01 3.8695E+00 3.3169E+00 4.5586E+00 3.7498E-01 4.0002E+00 3.3035E+00 4.8559E+00 3.3657E-01 3.9468E+00 3.3059E+00 4.8614E+00 3.3289E-01 3.5593E+00 2.3772E+00 4.5525E+00 4.5682E-01 3.5910E+02 NaN NaN 1.1400E-01 3.5910E+02 NaN NaN 1.2500E-01 3.8910E+01 3.0140E+01 4.6290E+01 3.0920E+00 2.8280E+01 1.8940E+01 4.0660E+01 4.6960E+00 2.1170E+01 1.2020E+01 3.3120E+01 4.3030E+00 4.7860E+01 3.9440E+01 5.7020E+01 3.1180E+00 7.3800E+02 NaN NaN 2.1320E+00 1.5180E+02 1.4220E+02 1.5940E+02 3.9670E+00 8.6500E-01 8.2500E-01 8.9300E-01 1.5000E-02 1.2750E+01 1.2750E+01 1.2750E+01 NaN 
2019 06 22 18 00 4.0742E+00 2.6872E+00 5.1696E+00 5.1138E-01 4.0309E+00 2.6961E+00 4.8690E+00 4.9170E-01 3.9288E+00 2.0615E+00 5.1664E+00 6.9612E-01 3.8005E+00 2.3726E+00 4.8614E+00 6.7698E-01 3.4462E+00 1.7557E+00 4.5525E+00 6.4949E-01 3.5910E+02 NaN NaN 1.8200E-01 3.5920E+02 NaN NaN 1.2000E-01 3.9670E+01 3.0610E+01 4.6770E+01 3.1230E+00 3.0710E+01 1.8740E+01 4.1200E+01 4.4350E+00 2.4140E+01 1.2490E+01 3.4280E+01 4.7200E+00 4.9680E+01 4.0050E+01 5.8650E+01 3.8860E+00 7.3810E+02 NaN NaN 2.2960E+00 1.1740E+02 1.0490E+02 1.4220E+02 8.8000E+00 8.5400E-01 8.2200E-01 8.9100E-01 1.7000E-02 1.2750E+01 1.2750E+01 1.2750E+01 NaN 
2019 06 22 18 10 3.3562E+00 2.3768E+00 4.2387E+00 4.3070E-01 3.3250E+00 2.3857E+00 4.2482E+00 4.3272E-01 3.2122E+00 2.0615E+00 4.5454E+00 4.6822E-01 3.0663E+00 1.7503E+00 3.9281E+00 5.3635E-01 2.8352E+00 1.7557E+00 3.9310E+00 5.8858E-01 3.5920E+02 NaN NaN 1.0500E-01 3.5920E+02 NaN NaN 7.9000E-02 3.9600E+01 3.2240E+01 4.7450E+01 3.0820E+00 3.0250E+01 1.9960E+01 4.1480E+01 4.6890E+00 2.3810E+01 1.3440E+01 3.4960E+01 4.8080E+00 4.9990E+01 4.0660E+01 5.8990E+01 3.7160E+00 7.3890E+02 NaN NaN 1.9470E+00 9.5500E+01 8.7100E+01 1.0490E+02 5.2750E+00 8.5600E-01 8.2200E-01 8.9000E-01 1.7000E-02 1.2750E+01 1.2750E+01 1.2750E+01 NaN 
